Date Purchased,Quantity,Card,Player,Year,Set,Variation,Number,Category,Condition,Investment,Current Value,Potential Profit,Ladder ID,Slab Serial #,Population,Notes
12/29/2021,1,2021 Panini NBA Sticker & Card Collection Alperen Sengun European Edition Silver Card #96 Raw,Alperen Sengun,2021,Panini NBA Sticker & Card Collection,European Edition Silver Card,96,Basketball,Raw,22,597.57,575.57,,,,
12/29/2020,1,2020 Donruss Optic  Derrick Henry #95 Raw,Derrick Henry,2020,Donruss Optic ,,95,Football,Raw,20,287.59,267.59,,,,
01/01/2003,1,2002 SP Authentic Tom Brady #1 Raw,Tom Brady,2002,SP Authentic,,1,Football,Raw,325.84,36589.95,36264.11,,,,
12/29/2020,1,2020 Panini Mosaic Old School Jerry Rice #OS4 Raw,Jerry Rice,2020,Panini Mosaic Old School,,OS4,Football,Raw,60,173.96,113.96,,,,
08/15/1999,1,1996-97 Topps Stars:Finest Michael Jordan #124 Raw,Michael Jordan,1996-97,Topps Stars:Finest,,124,Basketball,Raw,100,1712.32,1612.32,,,,
12/30/2020,1,2019-20 Panini Mosaic Dwyane Wade #259 Raw,Dwyane Wade,2019-20,Panini Mosaic,,259,Basketball,Raw,56,41.63,-14.37,,,,
12/31/2021,1,2021 Panini Prizm WNBA: Get Hyped Crystal Dangerfield Get Hyped Green Holo #7 PSA 9,Crystal Dangerfield,2021,Panini Prizm WNBA: Get Hyped,Get Hyped Green Holo,7,Basketball,PSA 9,30,324.39,294.39,,BAC001885153,1,
06/07/1993,1,1990-91 Hoops Joe Dumars #3 Raw,Joe Dumars,1990-91,Hoops,,3,Basketball,Raw,25,20.41,-4.59,,,,
12/29/2021,1,2020-21 Panini Prizm James Wiseman #268 Raw,James Wiseman,2020-21,Panini Prizm,,268,Basketball,Raw,25,0.85,-24.15,,,,K
12/17/2021,1,2021-22 Panini NBA Sticker & Card Collection  Bones Hyland European Edition Draft 2021 Card #104 Raw,Bones Hyland,2021-22,Panini NBA Sticker & Card Collection ,European Edition Draft 2021 Card,104,Basketball,Raw,22,590.00,568.00,,,,
12/29/2020,1,2020 Panini Absolute Lamar Jackson Retail #85 Raw,Lamar Jackson,2020,Panini Absolute,Retail,85,Football,Raw,20,34.87,14.87,,,,
01/01/2021,1,2020 Panini Contenders-Rookie of the Year contenders CeeDee Lamb Rookie of the Year #RY-CDL Raw,CeeDee Lamb,2020,Panini Contenders-Rookie of the Year contenders,Rookie of the Year,RY-CDL,Football,Raw,20,771.08,751.08,,,,
12/29/2021,1,2021 Panini Illusions: Mystique Jaylen Waddle Mystique Orange #MY-8 Raw,Jaylen Waddle,2021,Panini Illusions: Mystique,Mystique Orange,MY-8,Football,Raw,25,308.07,283.07,,,,
12/29/2020,1,2020 Donruss Brett Favre #108 Raw,Brett Favre,2020,Donruss,,108,Football,Raw,30,384.81,354.81,,,,
12/29/2021,1,2021 Panini Prizm WNBA Rennia Davis Lime Green Holo #97 Raw,Rennia Davis,2021,Panini Prizm WNBA,Lime Green Holo,97,Basketball,Raw,55,1003.68,948.68,,,,
10/29/2022,1,2021-22 Topps Project 70 Mike Trout PR8459 #64 Raw,Mike Trout,2021-22,Topps Project 70,PR8459,64,Baseball,Raw,110,157.42,47.42,,,,
12/30/2017,1,2017 Topps Aaron Judge Rookie Image Variation #287 Raw,Aaron Judge,2017,Topps,Rookie Image Variation,287,Baseball,Raw,150,429.53,279.53,,,,Complete  Set
12/30/2017,1,2017 Topps Update Aaron Judge Rookie Allstar Game #US166 Raw,Aaron Judge,2017,Topps Update,Rookie Allstar Game,US166,Baseball,Raw,100,1409.37,1309.37,,,,
12/30/2020,1,2020 Topps Victor Robles #547 Raw,Victor Robles,2020,Topps,,547,Baseball,Raw,15,137.68,122.68,,,,
11/02/2008,1,1963 Topps New York Yankees New York Yankees -1962 #247 Raw,New York Yankees,1963,Topps,New York Yankees -1962,247,Baseball,Raw,50,2605.63,2555.63,,,,
12/30/2017,1,2017 Topps Derek Jeter Derek Jeter Traget Blue Chrome Reprints #DJ-2 PSA 10,Derek Jeter,2017,Topps,Derek Jeter Traget Blue Chrome Reprints,DJ-2,Baseball,PSA 10,250,2895.83,2645.83,,BAC001885156,1,
12/30/1999,1,1998-99 Fleer Tradition Kobe Bryant Michael Jordan Variation  #1 Raw,Kobe Bryant,1998-99,Fleer Tradition,Michael Jordan Variation ,1,Basketball,Raw,100,1414.06,1314.06,,,,
12/30/2020,1,2020 Topps Juan Soto World Series #6 Raw,Juan Soto,2020,Topps,World Series,6,Baseball,Raw,12,106.55,94.55,,,,
09/16/1995,1,"1990-91 NBA Hoops Michael Jordan NBA Hoops All Star Weekend Miami Feb.9-11,1990 #5 Raw",Michael Jordan,1990-91,NBA Hoops,"NBA Hoops All Star Weekend Miami Feb.9-11,1990",5,Basketball,Raw,16,209.82,193.82,,,,
01/10/1988,1,1987 Topps Rodger Clemens Allstar #614 Raw,Rodger Clemens,1987,Topps,Allstar,614,Baseball,Raw,7,122.58,115.58,,,,
12/30/2020,1,2020 Topps Chrome Update Mike Trout All  Star Game #U-69 Raw,Mike Trout,2020,Topps Chrome Update,All  Star Game,U-69,Baseball,Raw,70,310.45,240.45,,,,
12/30/2021,1,2021 Panini Chronicles Draft Picks Davion Mitchell Marquee Rainbow Holo #150 Raw,Davion Mitchell,2021,Panini Chronicles Draft Picks,Marquee Rainbow Holo,150,Basketball,Raw,20,354.90,334.90,,,,
12/30/2020,1,2020 Donruss Optic Lamar Jackson Base #11 Raw,Lamar Jackson,2020,Donruss Optic,Base,11,Football,Raw,24,385.00,361.00,,,,
12/30/2020,1,2020 Topps Attax Aristides Aquino Big League #NNO Raw,Aristides Aquino,2020,Topps Attax,Big League,NNO,Baseball,Raw,6,163.36,157.36,,,,
12/30/2020,1,2020 Sage Hit Tua Tagovailoa Next Level Premier Draft #96 Raw,Tua Tagovailoa,2020,Sage Hit,Next Level Premier Draft,96,Football,Raw,16,13.31,-2.69,,,,
12/30/2021,1,2020-21 Panini Flux Robert Covington Silver Pulsar #150 Raw,Robert Covington,2020-21,Panini Flux,Silver Pulsar,150,Basketball,Raw,22,301.43,279.43,,,,
12/30/2019,1,2019 Panini Mosaic James Harden MVP’s Choice Red Fusion #296 Raw,James Harden,2019,Panini Mosaic,MVP’s Choice Red Fusion,296,Basketball,Raw,20,179.52,159.52,,,,
12/30/2021,1,2021 Panini Prizm WNBA Sue Bird Silver  #65 Raw,Sue Bird,2021,Panini Prizm WNBA,Silver ,65,Basketball,Raw,10,60.42,50.42,,,,
12/30/2021,1,2021 Topps Project 70 Juan Soto Morning Breath #189 Raw,Juan Soto,2021,Topps Project 70,Morning Breath,189,Baseball,Raw,50,87.93,37.93,,,,
02/03/1991,1,1965 Topps Tony Conigliaro Topps 1964 All-Star Rookie #55 Raw,Tony Conigliaro,1965,Topps,Topps 1964 All-Star Rookie,55,Baseball,Raw,1,491.81,490.81,,,,
01/01/2023,1,2022 Topps Opening Day Ryan Mountcastle #Opening Day Raw,Ryan Mountcastle,2022,Topps Opening Day,,Opening Day,Baseball,Raw,65,37.81,-27.19,,,,
01/03/2022,1,2020-21 Panini Mosaic La Liga Ander Barrenetxea Rookie Card #52 Raw,Ander Barrenetxea,2020-21,Panini Mosaic La Liga,Rookie Card,52,Soccer,Raw,20,363.53,343.53,,,,
01/03/2022,1,2021 Leaf Draft Zach Wilson Blue #48 Raw,Zach Wilson,2021,Leaf Draft,Blue,48,Football,Raw,5,37.68,32.68,,,,
01/01/2023,1,2022 Topps Opening Day Nelson Cruz #110 Raw,Nelson Cruz,2022,Topps Opening Day,,110,Baseball,Raw,16,216.14,200.14,,,,
01/03/2022,1,2021 Topps Heritage Miguel Rojas #9 Raw,Miguel Rojas,2021,Topps Heritage,,9,Baseball,Raw,6,102.38,96.38,,,,
01/03/2020,1,2019-20 Topps Match Attax  UEFA Champions League Kostas Manolas Pro Performer Gold #PP10 Raw,Kostas Manolas,2019-20,Topps Match Attax  UEFA Champions League,Pro Performer Gold,PP10,Soccer,Raw,15,432.44,417.44,,,,
01/02/2022,1,2021 Panini Prizm WNBA Rennia Davis Prizms Green  #97 Raw,Rennia Davis,2021,Panini Prizm WNBA,Prizms Green ,97,Basketball,Raw,25,295.73,270.73,,,,
12/26/2021,1,2021 Topps Project 70 Ken Griffey Jr. Artist Proof Signatures #69 Raw,Ken Griffey Jr.,2021,Topps Project 70,Artist Proof Signatures,69,Baseball,Raw,50,364.14,314.14,,,,
12/26/2021,1,2021 Topps Project 70 Stan Musial Artist Proof #317 Raw,Stan Musial,2021,Topps Project 70,Artist Proof,317,Baseball,Raw,50,273.18,223.18,,,,
12/26/2021,1,2021 Topps Project 70 Randy Johnson Big-Unit Artist Proof Shoe Surgeon  #318 Raw,Randy Johnson Big-Unit,2021,Topps Project 70,Artist Proof Shoe Surgeon ,318,Baseball,Raw,50,379.96,329.96,,,,
12/26/2021,1,2021 Topps Project 70 Jackie Robinson Artist Proof Jonas Never #126 Raw,Jackie Robinson,2021,Topps Project 70,Artist Proof Jonas Never,126,Baseball,Raw,50,300.77,250.77,,,,
12/26/2021,1,2021 Topps Project 70 Rod Carew Artist proof Futura #314 Raw,Rod Carew,2021,Topps Project 70,Artist proof Futura,314,Baseball,Raw,105,194.90,89.90,,,,Card Design: 1978 Topps Baseball
12/26/2021,1,2021 Topps Project 70 Deion Sanders Artist Proof Don C Gold  #44 Raw,Deion Sanders,2021,Topps Project 70,Artist Proof Don C Gold ,44,Baseball,Raw,50,198.68,148.68,,,,Card Design: 1990 Topps Baseball
12/26/2021,1,2021 Topps Project 70 Pete Alonso Artist Proof  #316 Raw,Pete Alonso,2021,Topps Project 70,Artist Proof ,316,Baseball,Raw,50,125.59,75.59,,,,
01/02/2021,1,2020 Score A.J. Green Rookie Card #331 Raw,A.J. Green,2020,Score,Rookie Card,331,Football,Raw,101,639.72,538.72,,,,
12/31/2021,1,2020 Donruss Barry Sanders Base #102 Raw,Barry Sanders,2020,Donruss,Base,102,Football,Raw,120,295.67,175.67,,,,
12/04/2020,1,2020 Darkness Ablaze Charizard V Ultra Rare  #019/189 Raw,Charizard V,2020,Darkness Ablaze,Ultra Rare ,019/189,Pokemon,Raw,150,507.56,357.56,,,,
12/31/2019,1,2019 Hoops Premium Stock Kendrick Nunn Arriving Now Prizm Orange #7 Raw,Kendrick Nunn,2019,Hoops Premium Stock,Arriving Now Prizm Orange,7,Basketball,Raw,275,1124.22,849.22,,,,
12/31/2021,1,2021 Lead Draft Trevor Lawrence Blue #1 Raw,Trevor Lawrence,2021,Lead Draft,Blue,1,Football,Raw,2,28.19,26.19,,,,
12/31/2020,1,2020 Topps Austin Riley Future Stars #266 Raw,Austin Riley,2020,Topps,Future Stars,266,Baseball,Raw,16,220.98,204.98,,,,
12/31/2018,1,2018 Panini Prizm  Xavier Rhodes Prizm Green #77 Raw,Xavier Rhodes,2018,Panini Prizm ,Prizm Green,77,Football,Raw,111,284.50,173.50,,,,
12/31/2021,1,2021 Topps Heritage Astros 2021 Rookie Stars #211 Raw,Astros 2021 Rookie Stars,2021,Topps Heritage,,211,Baseball,Raw,15,178.31,163.31,,,,
01/04/2005,1,2003-04 Upper Deck LeBron James Phenominal Begginings LeBron James Silver #12 Raw,LeBron James,2003-04,Upper Deck LeBron James Phenominal Begginings,Silver,12,Basketball,Raw,120,4887.56,4767.56,,,,
12/31/2017,1,2017 Panini Revolution Manuel Neuer Vortex Disco #V-17 Raw,Manuel Neuer,2017,Panini Revolution,Vortex Disco,V-17,Soccer,Raw,120,9104.08,8984.08,,,,
12/22/2020,1,2019-20 Topps Match Attax UEFA Champions League Harry Winks Mini Silver Diamond Sparkles #M-TOT Raw,Harry Winks,2019-20,Topps Match Attax UEFA Champions League,Mini Silver Diamond Sparkles,M-TOT,Soccer,Raw,16,927.02,911.02,,,,
12/31/2020,1,2019-20 Topps Match Attax UEFA Champions League Luka Modric World Class Superstars #WCU10 Raw,Luka Modric,2019-20,Topps Match Attax UEFA Champions League,World Class Superstars,WCU10,Soccer,Raw,160,121.67,-38.33,,,,
12/24/2017,1,2017 Panini Revolution  Francesco Totti Galactic #96 Raw,Francesco Totti,2017,Panini Revolution ,Galactic,96,Soccer,Raw,26,2743.78,2717.78,,,,
12/24/2017,1,2017 Panini Revolution Gonzalo Higuain Galactic #39 Raw,Gonzalo Higuain,2017,Panini Revolution,Galactic,39,Soccer,Raw,12,1138.01,1126.01,,,,
12/24/2017,1,2017 Panini Revolution Philipp Lahm Galactic #82 Raw,Philipp Lahm,2017,Panini Revolution,Galactic,82,Soccer,Raw,12,1560.56,1548.56,,,,
01/01/2021,1,2020 Panini Mosaic La Liga Lucas Perez Will to win Mosaic Orange  #34 Raw,Lucas Perez,2020,Panini Mosaic La Liga,Will to win Mosaic Orange ,34,Soccer,Raw,25,238.62,213.62,,,,
12/24/2017,1,2017 Panini Revolution Amin Younes Galactic #149 Raw,Amin Younes,2017,Panini Revolution,Galactic,149,Soccer,Raw,12,1229.65,1217.65,,,,K
12/24/2017,1,2017 Panini Revolution Lucas Moura Galactic #107 Raw,Lucas Moura,2017,Panini Revolution,Galactic,107,Soccer,Raw,12,1689.06,1677.06,,,,
02/10/2023,1,2022 Panini Absolute Juan Soto Green  #36 Raw,Juan Soto,2022,Panini Absolute,Green ,36,Baseball,Raw,31.5,109.43,77.93,,,,
01/01/2023,1,2022 Bowman Lenyn Sosa Chrome Prospects Refractor  #BCP-76 Raw,Lenyn Sosa,2022,Bowman,Chrome Prospects Refractor ,BCP-76,Baseball,Raw,16,221.07,205.07,,,,
01/01/2023,1,2022 Bowman Luisangel Acuña Virtuosic Vibrations  #VV-19 Raw,Luisangel Acuña,2022,Bowman,Virtuosic Vibrations ,VV-19,Baseball,Raw,6,64.54,58.54,,,,
01/01/2023,1,2022 Topps Opening Day  Xander Bogaerts Opening Day #173 Raw,Xander Bogaerts,2022,Topps Opening Day ,Opening Day,173,Baseball,Raw,13,456.27,443.27,,,,
01/01/2023,1,2022 Topps Opening Day  Luis Robert Opening Day  #155 Raw,Luis Robert,2022,Topps Opening Day ,Opening Day ,155,Baseball,Raw,12,52.83,40.83,,,,
03/28/1995,1,1992  Fleer Michael Jordan Total D #5 Raw,Michael Jordan,1992 ,Fleer,Total D,5,Basketball,Raw,120,25894.72,25774.72,,,,
01/01/2023,1,2022 Panini Absolute Stan Musial #12 Raw,Stan Musial,2022,Panini Absolute,,12,Baseball,Raw,6,132.36,126.36,,,,
01/01/2023,1,2022 Panini Absolute Jimmie Foxx #4 Raw,Jimmie Foxx,2022,Panini Absolute,,4,Baseball,Raw,6,167.08,161.08,,,,
01/01/2023,1,2022 Panini Absolute Reid Detmers Rookie Class #RC-10 Raw,Reid Detmers,2022,Panini Absolute,Rookie Class,RC-10,Baseball,Raw,6,82.16,76.16,,,,
01/12/2020,1,2019-20 Panini Hoops Premium Stock  Draymond Green #62 Raw,Draymond Green,2019-20,Panini Hoops Premium Stock ,,62,Basketball,Raw,75,1197.70,1122.70,,,,
01/08/2020,1,2019-20 Panini Mosaic Chris Paul Base #143 Raw,Chris Paul,2019-20,Panini Mosaic,Base,143,Basketball,Raw,22,86.17,64.17,,,,
01/08/2020,1,2019-20 Panini Mosaic  Caris LeVert Base #51 Raw,Caris LeVert,2019-20,Panini Mosaic ,Base,51,Basketball,Raw,22,529.85,507.85,,,,
12/28/2019,1,2018-19 Donruss Optic Danny Green #111 Raw,Danny Green,2018-19,Donruss Optic,,111,Basketball,Raw,12,221.91,209.91,,,,
01/13/2020,1,2019-20 Panini Hoops Premium Stock Aaron Holiday #74 Raw,Aaron Holiday,2019-20,Panini Hoops Premium Stock,,74,Basketball,Raw,12,105.74,93.74,,,,
01/17/2020,1,2020 Donruss Jalen Hurts Rated Rookie #514 Raw,Jalen Hurts,2020,Donruss,Rated Rookie,514,Football,Raw,75,1533.89,1458.89,,,,
12/31/2020,1,2020 Panini Absolute Rob Gronkowski Retail #43 Raw,Rob Gronkowski,2020,Panini Absolute,Retail,43,Football,Raw,25,100.66,75.66,,,,
12/29/2020,1,2020 Panini Illusions  Troy Polamalu Living Legends  #LL10 Raw,Troy Polamalu,2020,Panini Illusions ,Living Legends ,LL10,Football,Raw,12,2799.01,2787.01,,,,
01/23/2003,1,1989 Donruss Ken Griffey Jr. Rated Rookie Error Card #33 Raw,Ken Griffey Jr.,1989,Donruss,Rated Rookie Error Card,33,Baseball,Raw,300,1809.62,1509.62,,,,"Red dot , Blue dot"
12/27/2017,1,2017 Topps Aaron Judge All Star Game 2017 Rookie Card #287 Raw,Aaron Judge,2017,Topps,All Star Game 2017 Rookie Card,287,Baseball,Raw,160,729.10,569.10,,,,
12/31/2019,1,2019-20 Panini Prizm  Karl Malone Green Prizm #19 PSA 10,Karl Malone,2019-20,Panini Prizm ,Green Prizm,19,Basketball,PSA 10,200,897.00,697.00,,75756172,1,
02/28/1986,1,1962 Topps Ernie Banks #25 Raw,Ernie Banks,1962,Topps,,25,Baseball,Raw,400.82,3382.94,2982.12,,,,Poor Condition
01/01/2023,1,2022 Topps Chrome Mike Trout 1987 Topps Baseball Orange Refractor #87BC-1 Raw,Mike Trout,2022,Topps Chrome,1987 Topps Baseball Orange Refractor,87BC-1,Baseball,Raw,400,214.18,-185.82,,,,
01/07/2023,1,2022 Panini Prestige Skyy Moore Rookie Card #372 Raw,Skyy Moore,2022,Panini Prestige,Rookie Card,372,Football,Raw,12,177.15,165.15,,,,
12/31/2021,1,2020-21 Panini Prizm  James Harden Multicolr Prizm #112 Raw,James Harden,2020-21,Panini Prizm ,Multicolr Prizm,112,Basketball,Raw,260,307.74,47.74,,,,
12/31/2022,1,2022 Panini Select Draft Picks Patrick Mahomes II Field Level Prizm  Red Lazer Prizm #124 Raw,Patrick Mahomes II,2022,Panini Select Draft Picks,Field Level Prizm  Red Lazer Prizm,124,Football,Raw,25,304.17,279.17,,,,
12/31/2022,1,2022 Panini Mosaic Prizm Scripts Holo Domingo Acevedo Prizm Script Autographs Holo #SC-DA Raw,Domingo Acevedo,2022,Panini Mosaic Prizm Scripts Holo,Prizm Script Autographs Holo,SC-DA,Baseball,Raw,75,1434.33,1359.33,,,,
11/09/2022,1,2022  Panini Prizm WNBA  Cynthia Cooper-Dyke 25th Anniversary Prizm Green #160 SGC 9.5,Cynthia Cooper-Dyke,2022 ,Panini Prizm WNBA ,25th Anniversary Prizm Green,160,Basketball,SGC 9.5,100,1389.72,1289.72,,BAC001888725,1,
03/04/1999,1,1989 Topps Ken Griffey Traded Bases #40T Raw,Ken Griffey,1989,Topps,Traded Bases,40T,Baseball,Raw,2,336.40,334.40,,,,
03/28/2011,1,2010 Donruss Rated Rookies Rob Gronkowski Rated Rookies #84 PSA 8,Rob Gronkowski,2010,Donruss Rated Rookies,Rated Rookies,84,Football,PSA 8,35,246.89,211.89,,65834811,59,
01/07/2018,1,2017 Topps Now Off-Season Shohei Ohtani Off-Season #OS-80 PSA 10,Shohei Ohtani,2017,Topps Now Off-Season,Off-Season,OS-80,Baseball,PSA 10,150,5036.64,4886.64,,65834809,1313,
01/07/2021,1,2020 Panini Chronicles James Wiseman #115 PSA 9,James Wiseman,2020,Panini Chronicles,,115,Basketball,PSA 9,35,226.80,191.80,,65437422,3,
01/07/2020,1,2019 Panini Hoops Premium Stock Kz Okpala Red Wave #226 PSA 9,Kz Okpala,2019,Panini Hoops Premium Stock,Red Wave,226,Basketball,PSA 9,35,1950.57,1915.57,,65437416,1,
02/02/2016,1,2015 Panini Contenders Draft Picks Game Day Tickets Marcus Mariota Game Day Tickets #31 PSA 9,Marcus Mariota,2015,Panini Contenders Draft Picks Game Day Tickets,Game Day Tickets,31,Football,PSA 9,35,306.07,271.07,,65437415,11,
12/30/2021,1,2021 Panini Donruss Rated Prospects Wander Franco Rated Prospects-Rapture #RP1 PSA 10,Wander Franco,2021,Panini Donruss Rated Prospects,Rated Prospects-Rapture,RP1,Baseball,PSA 10,35,18.68,-16.32,,65834804,45,
12/27/2020,1,2020 Panini Chronicles Stephen Curry #106 PSA 9,Stephen Curry,2020,Panini Chronicles,,106,Basketball,PSA 9,18,303.91,285.91,,65437409,5,
12/29/2021,1,2021 Panini Donruss Anthony Edwards Holo Green/Yellow Laser #175 PSA 9,Anthony Edwards,2021,Panini Donruss,Holo Green/Yellow Laser,175,Basketball,PSA 9,35,462.44,427.44,,65437419,2,
01/07/2021,1,2020 Panini Chronicles Stephen Curry #282 PSA 9,Stephen Curry,2020,Panini Chronicles,,282,Basketball,PSA 9,18,303.91,285.91,,65437408,7,
01/07/2021,1,2020 Panini Chronicles Luka Doncic #300 PSA 9,Luka Doncic,2020,Panini Chronicles,,300,Basketball,PSA 9,175,514.76,339.76,,65437425,6,
12/30/2021,1,2021 Panini Illusions Mac Jones Retail #64 PSA 10,Mac Jones,2021,Panini Illusions,Retail,64,Football,PSA 10,35,13.90,-21.10,,65437423,218,
01/07/2022,1,2021 Topps 1952 Topps Redux Dylan Carlson 1952 Topps Redux-Chrome #TC5233 PSA 10,Dylan Carlson,2021,Topps 1952 Topps Redux,1952 Topps Redux-Chrome,TC5233,Baseball,PSA 10,35,208.33,173.33,,65834802,55,
09/07/2000,1,1998 Upper Deck International Mj Stickers Michael Jordan Mj Stickers #101 PSA 4,Michael Jordan,1998,Upper Deck International Mj Stickers,Mj Stickers,101,Basketball,PSA 4,300,6391.08,6091.08,,65437413,1,
03/07/2000,1,1998 Upper Deck Jordan Michael Jordan Stick-Ums Michael Jordan Michael Jordan Stick-Ums #SU27 PSA 9,Michael Jordan,1998,Upper Deck Jordan Michael Jordan Stick-Ums,Michael Jordan Stick-Ums,SU27,Basketball,PSA 9,300,38914.84,38614.84,,65834803,1,
04/27/2000,1,1998 Upper Deck International Mj Stickers Michael Jordan Mj Stickers #59 PSA 8,Michael Jordan,1998,Upper Deck International Mj Stickers,Mj Stickers,59,Basketball,PSA 8,150,2568.48,2418.48,,65834807,10,
12/30/2020,1,2020 Topps Chrome Update Sapphire Edition Adam Plutko Sapphire Edition-Green #294 PSA 10,Adam Plutko,2020,Topps Chrome Update Sapphire Edition,Sapphire Edition-Green,294,Baseball,PSA 10,35,1182.92,1147.92,,65437430,1,14/45
10/11/2023,1,1998 Upper Deck International Mj Stickers Michael Jordan Mj Stickers #102 PSA 5,Michael Jordan,1998,Upper Deck International Mj Stickers,Mj Stickers,102,Basketball,PSA 5,3896.42,9102.03,5205.61,,65437414,2,
03/29/2003,1,1998 Upper Deck International Mj Stickers Michael Jordan Mj Stickers #13 PSA 7,Michael Jordan,1998,Upper Deck International Mj Stickers,Mj Stickers,13,Basketball,PSA 7,350,7412.49,7062.49,,65834808,4,
07/23/2006,1,1998 Upper Deck International Mj Stickers Michael Jordan Mj Stickers #23 PSA 5,Michael Jordan,1998,Upper Deck International Mj Stickers,Mj Stickers,23,Basketball,PSA 5,300,10690.61,10390.61,,65437412,2,
01/07/2022,1,2021 Panini Illusions Trevor Lawrence Retail #59 PSA 9,Trevor Lawrence,2021,Panini Illusions,Retail,59,Football,PSA 9,65,212.51,147.51,,65437424,140,
01/01/2022,1,2021 Panini Illusions Ja'marr Chase Retail #65 PSA 10,Ja'marr Chase,2021,Panini Illusions,Retail,65,Football,PSA 10,35,172.00,137.00,,65437428,95,
12/07/2021,1,2021 Topps Project70 Mickey Mantle Rainbow Foil #321 PSA 8,Mickey Mantle,2021,Topps Project70,Rainbow Foil,321,Baseball,PSA 8,3500,4060.68,560.68,,65834810,1,#55/75
01/04/2022,1,2021 Topps Fire Spencer Howard Green #35 PSA 9,Spencer Howard,2021,Topps Fire,Green,35,Baseball,PSA 9,35,1212.03,1177.03,,65437429,1,#42/199
12/31/2021,1,2021 Panini Illusions Clear Shots Tom Brady Clear Shots #CS-3 PSA 9,Tom Brady,2021,Panini Illusions Clear Shots,Clear Shots,CS-3,Football,PSA 9,165,338.72,173.72,,65437421,3,
01/07/2021,1,2020 Panini Chronicles Anthony Edwards #101 PSA 9,Anthony Edwards,2020,Panini Chronicles,,101,Basketball,PSA 9,18,95.13,77.13,,65437420,28,
01/07/2020,1,2019 Panini Chronicles Zion Williamson X #271 PSA 9,Zion Williamson,2019,Panini Chronicles,X,271,Basketball,PSA 9,15,7.37,-7.63,,65437418,1710,
01/07/2020,1,2019 Panini Chronicles Stephen Curry #51 PSA 9,Stephen Curry,2019,Panini Chronicles,,51,Basketball,PSA 9,18,124.80,106.80,,65437411,52,
12/31/2021,1,2021 Topps 70 Years Of Topps Baseball Rickey Henderson 70 Yrs/Topps Bb-Chrome #20 PSA 10,Rickey Henderson,2021,Topps 70 Years Of Topps Baseball,70 Yrs/Topps Bb-Chrome,20,Baseball,PSA 10,600,880.11,280.11,,65437417,1,
02/01/2022,1,2021 Panini Donruss Elite Series Rookie Mac Jones Elite Series Rookie #ESRMJO PSA 9,Mac Jones,2021,Panini Donruss Elite Series Rookie,Elite Series Rookie,ESRMJO,Football,PSA 9,15,4.44,-10.56,,65834805,128,
01/07/2021,1,2020 Panini Donruss Optic Payton Pritchard Hyper Pink #176 PSA 9,Payton Pritchard,2020,Panini Donruss Optic,Hyper Pink,176,Basketball,PSA 9,15,9.99,-5.01,,65834801,5,
12/24/2020,1,2020 Panini Donruss Optic T-Minus 3...2...1 G.Antetokounmpo T-Minus 3...2...1-Holo #15 PSA 10,G.Antetokounmpo,2020,Panini Donruss Optic T-Minus 3...2...1,T-Minus 3...2...1-Holo,15,Basketball,PSA 10,345,139.42,-205.58,,65437427,6,
01/07/2019,1,2018 Panini Contenders Draft Picks Game Day Ticket Trae Young Game Day Ticket #6 PSA 10,Trae Young,2018,Panini Contenders Draft Picks Game Day Ticket,Game Day Ticket,6,Basketball,PSA 10,110,630.27,520.27,,65437426,62,
01/07/2022,1,2021 Panini Donruss Stephen Curry #68 PSA 10,Stephen Curry,2021,Panini Donruss,,68,Basketball,PSA 10,18,173.45,155.45,,65437410,5,
12/30/2020,1,2020 Panini Illusions Tom Brady Retail #1 Raw,Tom Brady,2020,Panini Illusions,Retail,1,Football,Raw,300,1017.05,717.05,,,,
02/03/2023,1,2021-22 Panini Donruss Optic LeBron James Target Box Set Silver Pulsar #41 PSA 9,LeBron James,2021-22,Panini Donruss Optic,Target Box Set Silver Pulsar,41,Basketball,PSA 9,200,1360.75,1160.75,,75756133,1,
01/20/2023,1,2022 Topps Complete Set Wander Franco Rookie Chrome Variations #215 PSA 10,Wander Franco,2022,Topps Complete Set,Rookie Chrome Variations,215,Baseball,PSA 10,500,1456.24,956.24,,75756129,1,None graded higher
12/20/2022,1,2021-22 Donruss Optic DeMar DeRozen White Photon  Prizm #28 PSA 10,DeMar DeRozen,2021-22,Donruss Optic,White Photon  Prizm,28,Basketball,PSA 10,350,1511.60,1161.60,,75756128,1,
12/19/2021,1,2021-22 Panini NBA Sticker & Card Collection  Keldon Johnson European Cracked Ice  Edition #470 Raw,Keldon Johnson,2021-22,Panini NBA Sticker & Card Collection ,European Cracked Ice  Edition,470,Basketball,Raw,12,164.71,152.71,,,,
12/20/2021,1,2021-22 Panini NBA Sticker & Card Collection Kristaps Porzingis European Edition Cracked Ice Sticker #303 Raw,Kristaps Porzingis,2021-22,Panini NBA Sticker & Card Collection,European Edition Cracked Ice Sticker,303,Basketball,Raw,22,23.30,1.30,,,,
12/20/2021,1,2021-22  Panini NBA Sticker & Card Collection Caris LeVert European Edition Cracked Ice Sticker #197 Raw,Caris LeVert,2021-22 ,Panini NBA Sticker & Card Collection,European Edition Cracked Ice Sticker,197,Basketball,Raw,22,176.71,154.71,,,,
